1990,4,23,1990,11,22
1991,4,17,1991,10,30
1992,4,29,1992,11,3
1993,4,15,1993,11,5
1994,4,23,1994,11,19
1995,4,18,1995,11,2
1996,5,5,1996,10,31
1997,4,24,1997,11,1
1998,4,7,1998,11,8
1999,4,18,1999,11,18
2000,3,26,2000,11,14
2001,4,18,2001,11,25
2002,5,5,2002,10,22
2003,4,21,2003,11,22
2004,4,20,2004,11,20
2005,4,14,2005,11,15
2006,4,10,2006,11,11
2007,4,21,2007,11,17
2008,4,20,2008,11,9
2009,4,23,2009,11,25
2010,4,8,2010,11,17
2011,4,26,2011,11,9
2012,4,10,2012,10,28
2013,5,13,2013,11,1
2014,5,14,2014,11,6
2015,5,5,2015,11,19
2016,4,17,2016,11,22